"GEOGRAPHY_CODE"	"OBS_VALUE"
"E01000311"	0.8
"E01000312"	0.1
"E01000313"	3.7
"E01000314"	3.2
"E01000315"	0.0
"E01000316"	0.5
"E01000317"	1.6
"E01000318"	1.6
"E01000319"	0.4
"E01000320"	3.2
"E01000321"	5.6
"E01000322"	0.8
"E01000323"	8.0
"E01000324"	0.9
"E01000325"	1.7
"E01000326"	0.5
"E01000327"	0.2
"E01000328"	0.5
"E01000329"	0.6
"E01000330"	1.4
"E01000331"	0.2
"E01000332"	0.0
"E01000333"	6.6
"E01000334"	0.3
"E01000335"	0.6
"E01000336"	1.6
"E01000337"	0.4
"E01000338"	0.8
"E01000339"	0.5
"E01000340"	0.8
"E01000341"	0.2
"E01000342"	0.0
"E01000343"	5.2
"E01000344"	3.0
"E01000345"	0.2
"E01000346"	0.2
"E01000347"	3.9
"E01000348"	0.0
"E01000349"	0.2
"E01000350"	3.8
"E01000351"	0.2
"E01000352"	4.5
"E01000353"	0.1
"E01000354"	0.3
"E01000355"	0.0
"E01000356"	4.7
"E01000357"	0.2
"E01000358"	3.2
"E01000359"	1.8
"E01000360"	13.5
"E01000361"	0.3
"E01000362"	0.8
"E01000363"	0.2
"E01000364"	0.2
"E01000365"	0.7
"E01000366"	0.3
"E01000367"	0.2
"E01000368"	0.0
"E01000369"	0.5
"E01000370"	1.7
"E01000371"	0.3
"E01000372"	0.2
"E01000373"	0.1
"E01000374"	0.0
"E01000375"	0.5
"E01000376"	0.3
"E01000377"	0.3
"E01000378"	7.1
"E01000379"	0.7
"E01000380"	0.1
"E01000381"	1.0
"E01000382"	1.0
"E01000383"	1.7
"E01000384"	0.5
"E01000385"	1.9
"E01000386"	0.3
"E01000387"	0.5
"E01000388"	0.0
"E01000389"	0.1
"E01000390"	0.2
"E01000391"	0.5
"E01000392"	10.0
"E01000393"	2.3
"E01000394"	3.1
"E01000395"	0.6
"E01000396"	0.0
"E01000398"	0.0
"E01000399"	2.7
"E01000400"	1.0
"E01000401"	3.6
"E01000402"	0.1
"E01000403"	1.2
"E01000404"	1.1
"E01000405"	0.2
"E01000406"	0.3
"E01000407"	0.0
"E01000408"	1.7
"E01000409"	0.3
"E01000410"	4.4
"E01000411"	0.4
"E01000412"	1.1
"E01000413"	2.2
"E01000414"	14.1
"E01000415"	0.4
"E01000416"	0.0
"E01000417"	1.2
"E01000418"	0.1
"E01000419"	1.3
"E01000420"	0.2
"E01000421"	0.0
"E01000422"	0.0
"E01000423"	0.0
"E01000424"	0.1
"E01000425"	0.0
"E01000426"	2.3
"E01000427"	0.1
"E01000428"	2.3
"E01000429"	0.1
"E01000430"	0.1
"E01000431"	0.1
"E01000432"	0.8
"E01000433"	1.0
"E01000434"	0.2
"E01000435"	0.2
"E01000436"	2.4
"E01000437"	0.0
"E01000438"	0.3
"E01000439"	7.6
"E01000440"	0.2
"E01000441"	2.2
"E01000442"	1.4
"E01000443"	0.4
"E01000444"	0.2
"E01000445"	1.9
"E01000446"	1.5
"E01000447"	8.0
"E01000448"	0.0
"E01000449"	0.0
"E01000450"	0.0
"E01000451"	0.3
"E01000452"	0.4
"E01000453"	2.1
"E01000454"	0.6
"E01000455"	0.6
"E01000456"	0.2
"E01000457"	5.8
"E01000458"	0.3
"E01000459"	2.4
"E01000460"	0.0
"E01000461"	0.3
"E01000462"	8.8
"E01000463"	0.2
"E01000464"	0.0
"E01000465"	0.5
"E01000466"	0.2
"E01000467"	0.3
"E01000468"	0.2
"E01000469"	0.3
"E01000470"	0.5
"E01000471"	0.4
"E01000472"	1.2
"E01000473"	3.2
"E01000474"	0.0
"E01000475"	0.3
"E01000476"	0.0
"E01000477"	1.0
"E01000478"	1.1
"E01000479"	0.2
"E01000480"	0.0
"E01000481"	0.5
"E01000482"	2.7
"E01000483"	0.9
"E01000484"	0.5
"E01000485"	0.2
"E01000486"	0.0
"E01000487"	3.6
"E01000488"	0.4
"E01000489"	1.1
"E01000490"	1.7
"E01000491"	0.2
"E01000492"	0.6
"E01000493"	0.5
"E01000494"	0.0
"E01000495"	0.5
"E01000497"	1.3
"E01000498"	1.9
"E01000499"	0.0
"E01000501"	0.0
"E01000502"	0.2
"E01000503"	0.0
"E01000504"	0.1
"E01000505"	0.0
"E01000506"	2.5
"E01000507"	0.0
"E01000508"	2.9
"E01000509"	0.0
"E01000510"	12.5
"E01000511"	0.5
"E01000512"	1.0
"E01000513"	0.2
"E01000514"	0.2
"E01000515"	2.8
"E01000516"	8.2
"E01000517"	7.3
"E01000518"	0.7
"E01000519"	2.8
"E01000520"	1.0
"E01000521"	2.0
"E01000522"	0.3
"E01000523"	4.6
"E01000524"	5.8
"E01000525"	1.6
"E01000526"	1.3
"E01000527"	0.5
"E01000528"	0.3
"E01000530"	0.0
"E01000531"	4.3
"E01000532"	0.7
"E01000533"	3.5
"E01000534"	0.0
"E01000535"	1.9
"E01000536"	4.8
"E01000538"	0.0
"E01000539"	0.4
"E01000540"	0.0
"E01000541"	5.7
"E01000543"	2.0
"E01000544"	1.2
"E01000545"	7.3
"E01000546"	5.2
"E01000547"	0.3
"E01000548"	3.9
"E01000549"	0.2
"E01000550"	0.7
"E01000551"	0.6
"E01000552"	0.4
"E01000553"	3.5
"E01000554"	0.4
"E01000555"	0.4
"E01000556"	7.4
"E01000557"	0.3
"E01000558"	2.2
"E01000559"	0.8
"E01000560"	0.1
"E01000561"	0.1
"E01000562"	0.4
"E01000563"	0.4
"E01000564"	2.8
"E01000565"	2.8
"E01000566"	0.0
"E01000567"	0.4
"E01000568"	2.1
"E01000569"	0.2
"E01000570"	0.4
"E01000571"	0.0
"E01000572"	0.0
"E01000573"	0.6
"E01000574"	3.2
"E01000575"	6.4
"E01000576"	3.3
"E01000577"	0.7
"E01000578"	0.7
"E01000579"	0.4
"E01000580"	1.3
"E01000581"	2.1
"E01000582"	0.4
"E01000583"	3.1
"E01000584"	1.7
"E01000585"	0.4
"E01000586"	9.2
"E01000587"	0.0
"E01000588"	0.7
"E01000589"	0.0
"E01000590"	0.5
"E01000591"	7.3
"E01000592"	3.0
"E01000593"	0.1
"E01000594"	3.2
"E01000595"	0.0
"E01000596"	0.2
"E01000599"	1.2
"E01000600"	1.5
"E01000601"	0.4
"E01000602"	0.6
"E01000603"	0.0
"E01000604"	0.5
"E01000605"	0.0
"E01000606"	0.2
"E01000607"	0.3
"E01000608"	7.4
"E01000609"	0.9
"E01000610"	0.0
"E01000611"	0.0
"E01000612"	0.4
"E01000613"	0.0
"E01000615"	0.2
"E01000616"	2.0
"E01000617"	1.6
"E01000618"	0.4
"E01000619"	0.0
"E01000620"	0.6
"E01000621"	4.2
"E01000622"	0.0
"E01000623"	3.9
"E01000624"	0.0
"E01000625"	1.7
"E01000626"	0.0
"E01000627"	3.1
"E01000628"	0.3
"E01000629"	1.0
"E01000630"	0.9
"E01000631"	0.0
"E01000632"	5.2
"E01000633"	4.6
"E01000634"	2.1
"E01000635"	5.5
"E01000636"	4.5
"E01000637"	0.0
"E01000638"	4.8
"E01000639"	0.0
"E01000640"	6.6
"E01000641"	0.8
"E01000642"	10.5
"E01000643"	0.5
"E01000644"	2.2
"E01000645"	0.0
"E01000646"	1.7
"E01000647"	0.2
"E01000648"	0.9
"E01000649"	0.1
"E01000650"	0.7
"E01000651"	0.2
"E01000652"	2.3
"E01000653"	0.0
"E01000654"	0.4
"E01000655"	1.0
"E01000656"	0.4
"E01000657"	1.0
"E01000658"	0.0
"E01000659"	0.9
"E01000661"	0.4
"E01000662"	0.0
"E01000663"	0.0
"E01000664"	0.0
"E01000665"	2.6
"E01000666"	0.8
"E01000667"	0.6
"E01000668"	2.3
"E01000669"	2.5
"E01000670"	0.3
"E01000671"	0.7
"E01000672"	0.1
"E01000673"	0.2
"E01000674"	0.2
"E01000675"	3.3
"E01000676"	7.7
"E01000677"	4.0
"E01000678"	0.9
"E01000679"	2.3
"E01000680"	0.9
"E01000681"	0.0
"E01000682"	2.9
"E01000683"	0.0
"E01000684"	0.1
"E01000685"	3.0
"E01000686"	0.5
"E01000687"	4.9
"E01000688"	0.2
"E01000689"	1.4
"E01000690"	0.4
"E01000691"	2.2
"E01000692"	7.2
"E01000693"	2.1
"E01000694"	0.8
"E01000695"	0.3
"E01000696"	0.9
"E01000697"	1.0
"E01000698"	0.0
"E01000699"	2.0
"E01000700"	0.4
"E01000701"	0.5
"E01000702"	2.6
"E01000703"	3.8
"E01000704"	3.0
"E01000705"	0.0
"E01000706"	0.3
"E01000707"	1.7
"E01000708"	2.7
"E01000709"	0.1
"E01000710"	0.1
"E01000711"	0.1
"E01000712"	0.2
"E01000713"	0.1
"E01000714"	10.9
"E01000715"	2.1
"E01000716"	0.1
"E01000717"	0.0
"E01000718"	0.1
"E01000719"	0.7
"E01000720"	0.4
"E01000721"	2.1
"E01000722"	2.9
"E01000723"	0.0
"E01000724"	0.0
"E01000725"	1.8
"E01000726"	0.5
"E01000727"	2.1
"E01000728"	2.1
"E01000729"	3.6
"E01000730"	1.1
"E01000731"	0.6
"E01000732"	0.0
"E01000733"	0.9
"E01000734"	0.0
"E01000735"	1.1
"E01000736"	0.0
"E01000737"	1.0
"E01000738"	0.2
"E01000739"	0.3
"E01000740"	4.1
"E01000741"	1.3
"E01000742"	0.2
"E01000743"	2.4
"E01000744"	1.0
"E01000745"	0.2
"E01000746"	3.1
"E01000747"	1.2
"E01000748"	0.6
"E01000749"	1.2
"E01000750"	0.3
"E01000751"	0.5
"E01000752"	2.1
"E01000753"	0.0
"E01000754"	1.3
"E01000755"	0.0
"E01000756"	3.4
"E01000757"	0.0
"E01000758"	0.0
"E01000759"	0.2
"E01000760"	5.7
"E01000761"	0.5
"E01000762"	1.2
"E01000763"	0.0
"E01000764"	0.0
"E01000765"	9.5
"E01000766"	0.2
"E01000767"	0.2
"E01000768"	0.6
"E01000769"	0.0
"E01000770"	1.4
"E01000771"	6.9
"E01000772"	0.0
"E01000773"	0.2
"E01000774"	7.7
"E01000775"	2.5
"E01000777"	3.9
"E01000778"	1.0
"E01000779"	2.5
"E01000780"	0.0
"E01000781"	0.0
"E01000782"	3.8
"E01000783"	0.2
"E01000784"	0.2
"E01000785"	0.0
"E01000786"	1.1
"E01000787"	0.0
"E01000788"	2.5
"E01000789"	0.7
"E01000790"	11.4
"E01000791"	0.0
"E01000792"	0.4
"E01000793"	0.0
"E01000794"	0.0
"E01000795"	0.4
"E01000796"	0.2
"E01000797"	3.3
"E01000798"	6.1
"E01000799"	13.1
"E01000800"	0.4
"E01000801"	0.7
"E01000802"	1.7
"E01000803"	0.7
"E01000804"	0.5
"E01000805"	2.2
"E01000806"	6.0
"E01000807"	16.5
"E01000808"	0.0
"E01000809"	0.3
"E01000810"	0.0
"E01000811"	0.2
"E01000812"	3.6
"E01000813"	0.5
"E01000814"	0.9
"E01000815"	0.0
"E01000816"	0.0
"E01000818"	0.0
"E01000819"	2.7
"E01000820"	1.0
"E01000822"	0.5
"E01000823"	2.7
"E01000824"	1.7
"E01000825"	0.8
"E01000826"	0.0
"E01000827"	1.2
"E01000828"	0.1
"E01000829"	0.1
"E01000830"	0.0
"E01000831"	0.0
"E01000832"	0.8
"E01000833"	0.6
"E01000834"	0.2
"E01000835"	14.9
"E01000836"	0.4
"E01000837"	0.4
"E01000838"	0.9
"E01000839"	0.2
"E01000840"	0.4
"E01000841"	4.3
"E01000842"	0.3
"E01000843"	2.0
"E01000844"	0.3
"E01000845"	5.1
"E01000846"	0.6
"E01000847"	0.6
"E01000848"	1.1
"E01000849"	1.1
"E01000850"	13.0
"E01000851"	12.5
"E01000852"	0.8
"E01000853"	3.0
"E01000854"	5.4
"E01000855"	2.1
"E01000856"	4.7
"E01000857"	0.1
"E01000858"	1.4
"E01000859"	4.7
"E01000860"	0.6
"E01000861"	5.9
"E01000862"	1.4
"E01000863"	21.2
"E01000864"	0.7
"E01000865"	0.8
"E01000866"	3.2
"E01000867"	5.2
"E01000868"	0.8
"E01000869"	1.5
"E01000870"	1.9
"E01000871"	0.4
"E01000872"	3.3
"E01000873"	3.0
"E01000874"	3.7
"E01000875"	0.5
"E01000876"	1.1
"E01000877"	4.3
"E01000878"	0.0
"E01000879"	1.6
"E01000880"	0.0
"E01000881"	3.5
"E01000882"	3.7
"E01000883"	3.4
"E01000884"	0.0
"E01000885"	0.3
"E01000886"	1.3
"E01000887"	2.8
"E01000888"	0.1
"E01000889"	0.8
"E01000890"	0.3
"E01000891"	1.6
"E01000892"	0.5
"E01000893"	0.1
"E01000894"	3.6
"E01000895"	8.3
"E01000896"	2.9
"E01000897"	0.8
"E01000898"	1.4
"E01000899"	1.4
"E01000900"	0.4
"E01000901"	2.8
"E01000902"	1.7
"E01000903"	1.4
"E01000904"	3.1
"E01000905"	1.5
"E01000906"	1.1
"E01000907"	0.0
"E01000908"	0.6
"E01000909"	1.3
"E01000910"	2.6
"E01000911"	0.6
"E01000912"	1.1
"E01000913"	4.1
"E01000914"	17.1
"E01000915"	2.6
"E01000916"	10.4
"E01000917"	1.1
"E01000918"	11.7
"E01000919"	14.2
"E01000920"	7.4
"E01000921"	8.7
"E01000922"	7.5
"E01000923"	0.6
"E01000924"	0.5
"E01000925"	0.9
"E01000926"	4.6
"E01000927"	3.7
"E01000928"	2.7
"E01000929"	2.3
"E01000930"	6.4
"E01000931"	5.6
"E01000932"	0.5
"E01000933"	1.5
"E01000934"	1.6
"E01000935"	0.0
"E01000936"	1.3
"E01000937"	1.2
"E01000938"	10.1
"E01000939"	3.8
"E01000940"	1.7
"E01000941"	0.9
"E01000942"	2.1
"E01000943"	3.9
"E01000944"	1.3
"E01000945"	4.0
"E01000946"	7.7
"E01000947"	10.1
"E01000948"	1.3
"E01000949"	0.4
"E01000950"	0.2
"E01000951"	0.3
"E01000952"	1.3
"E01000953"	0.4
"E01000954"	0.6
"E01000955"	1.4
"E01000956"	8.9
"E01000957"	0.3
"E01000958"	0.4
"E01000959"	0.9
"E01000960"	2.2
"E01000961"	0.9
"E01000962"	0.6
"E01000963"	1.8
"E01000964"	0.1
"E01000965"	0.0
"E01000966"	0.0
"E01000967"	0.0
"E01000968"	0.3
"E01000969"	6.6
"E01000970"	1.5
"E01000971"	1.0
"E01000972"	3.0
"E01000973"	4.6
"E01000974"	0.8
"E01000975"	0.3
"E01000976"	8.8
"E01000977"	0.3
"E01000978"	0.4
"E01000979"	3.3
"E01000980"	0.0
"E01000981"	2.7
"E01000982"	0.9
"E01000983"	2.7
"E01000984"	0.2
"E01000985"	0.6
"E01000986"	1.4
"E01000987"	3.0
"E01000989"	0.0
"E01000990"	0.2
"E01000991"	0.0
"E01000992"	1.0
"E01000993"	6.5
"E01000994"	0.2
"E01000995"	4.3
"E01000996"	0.4
"E01000997"	1.4
"E01000998"	0.8
"E01000999"	0.0
"E01001000"	4.1
"E01001001"	0.8
"E01001002"	0.6
"E01001003"	1.0
"E01001004"	0.4
"E01001005"	2.9
"E01001006"	0.6
"E01001007"	1.6
"E01001008"	1.6
"E01001009"	0.2
"E01001010"	0.4
"E01001011"	4.1
"E01001012"	0.5
"E01001013"	3.6
"E01001014"	1.9
"E01001015"	0.2
"E01001016"	0.9
"E01001017"	0.2
"E01001018"	2.6
"E01001019"	0.3
"E01001020"	1.2
"E01001021"	1.7
"E01001022"	0.3
"E01001023"	12.6
"E01001024"	0.2
"E01001025"	0.6
"E01001026"	0.5
"E01001027"	1.3
"E01001028"	0.0
"E01001029"	2.3
"E01001030"	0.0
"E01001031"	0.0
"E01001032"	1.5
"E01001033"	3.5
"E01001034"	2.7
"E01001035"	0.1
"E01001036"	1.1
"E01001037"	4.6
"E01001038"	0.3
"E01001039"	0.0
"E01001040"	1.8
"E01001041"	3.2
"E01001042"	4.2
"E01001043"	9.5
"E01001044"	0.3
"E01001045"	1.8
"E01001046"	0.0
"E01001047"	1.0
"E01001048"	1.4
"E01001049"	0.4
"E01001050"	0.0
"E01001051"	0.8
"E01001052"	0.0
"E01001053"	0.0
"E01001054"	0.0
"E01001055"	0.7
"E01001056"	0.0
"E01001057"	0.3
"E01001058"	0.0
"E01001059"	0.0
"E01001060"	0.2
"E01001061"	0.2
"E01001062"	1.7
"E01001063"	4.5
"E01001064"	0.8
"E01001065"	1.8
"E01001066"	0.2
"E01001067"	0.5
"E01001068"	0.2
"E01001069"	0.2
"E01001070"	0.3
"E01001071"	0.3
"E01001072"	0.4
"E01001073"	0.2
"E01001074"	0.2
"E01001075"	3.8
"E01001076"	8.3
"E01001077"	0.4
"E01001078"	0.0
"E01001079"	0.6
"E01001080"	0.3
"E01001081"	0.6
"E01001082"	0.0
"E01001083"	0.2
"E01001084"	0.6
"E01001085"	6.1
"E01001086"	0.3
"E01001087"	7.0
"E01001088"	0.3
"E01001089"	4.2
"E01001090"	1.3
"E01001091"	5.3
"E01001092"	0.3
"E01001093"	0.3
"E01001094"	0.4
"E01001095"	3.6
"E01001096"	0.2
"E01001097"	9.4
"E01001098"	0.2
"E01001099"	0.2
"E01001100"	0.0
"E01001101"	0.0
"E01001102"	4.8
"E01001103"	0.9
"E01001104"	1.5
"E01001105"	0.2
"E01001106"	3.8
"E01001107"	0.4
"E01001108"	0.3
"E01001109"	1.0
"E01001110"	1.4
"E01001111"	2.5
"E01001112"	0.1
"E01001113"	0.6
"E01001114"	1.8
"E01001115"	0.5
"E01001116"	0.7
"E01001117"	1.9
"E01001118"	3.3
"E01001119"	0.0
"E01001120"	0.0
"E01001121"	0.0
"E01001122"	1.4
"E01001123"	0.7
"E01001124"	0.2
"E01001125"	8.7
"E01001126"	0.2
"E01001127"	0.7
"E01001128"	0.2
"E01001129"	0.0
"E01001130"	0.0
"E01001131"	0.6
"E01001132"	0.2
"E01001133"	0.4
"E01001134"	2.4
"E01001135"	3.0
"E01001136"	7.0
"E01001137"	1.2
"E01001138"	0.1
"E01001139"	0.9
"E01001140"	0.1
"E01001141"	0.3
"E01001142"	0.6
"E01001143"	1.1
"E01001144"	0.1
"E01001145"	6.6
"E01001146"	0.2
"E01001147"	1.4
"E01001148"	0.0
"E01001149"	0.2
"E01001150"	0.0
"E01001151"	2.9
"E01001152"	4.5
"E01001153"	0.3
"E01001154"	7.6
"E01001155"	3.0
"E01001156"	0.3
"E01001157"	0.9
"E01001158"	1.7
"E01001159"	0.7
"E01001160"	1.9
"E01001161"	1.1
"E01001162"	0.1
"E01001163"	0.5
"E01001164"	9.3
"E01001165"	1.4
"E01001166"	3.1
"E01001167"	2.0
"E01001168"	0.7
"E01001169"	0.0
"E01001170"	1.6
"E01001171"	0.0
"E01001172"	0.5
"E01001173"	0.3
"E01001174"	0.0
"E01001175"	0.7
"E01001176"	2.0
"E01001177"	0.7
"E01001178"	2.9
"E01001179"	0.4
"E01001180"	0.3
"E01001181"	1.2
"E01001182"	7.0
"E01001183"	5.5
"E01001184"	0.0
"E01001185"	3.1
"E01001186"	3.3
"E01001187"	0.0
"E01001188"	0.8
"E01001189"	0.0
"E01001190"	0.5
"E01001191"	6.3
"E01001192"	0.1
"E01001193"	0.3
"E01001194"	0.0
"E01001195"	0.2
"E01001196"	1.7
"E01001197"	1.1
"E01001198"	0.0
"E01001199"	1.4
"E01001200"	3.5
"E01001201"	0.3
"E01001202"	6.1
"E01001203"	2.9
"E01001204"	0.0
"E01001205"	0.0
"E01001206"	0.3
"E01001207"	1.4
"E01001208"	0.0
"E01001209"	6.2
"E01001210"	0.1
"E01001211"	0.1
"E01001212"	0.3
"E01001213"	0.6
"E01001214"	0.0
"E01001215"	2.7
"E01001216"	0.6
"E01001217"	0.0
"E01001218"	0.4
"E01001219"	0.0
"E01001220"	1.6
"E01001221"	13.0
"E01001222"	4.4
"E01001223"	0.2
"E01001224"	0.0
"E01001225"	1.8
"E01001226"	1.0
"E01001227"	0.0
"E01001228"	0.2
"E01001229"	0.3
"E01001230"	1.9
"E01001231"	1.3
"E01001232"	0.2
"E01001233"	1.3
"E01001234"	0.0
"E01001235"	0.7
"E01001236"	0.4
"E01001237"	0.3
"E01001238"	1.0
"E01001239"	0.2
"E01001240"	3.4
"E01001241"	0.0
"E01001242"	0.4
"E01001243"	2.1
"E01001244"	0.2
"E01001245"	1.2
"E01001246"	0.4
"E01001247"	0.9
"E01001248"	0.7
"E01001249"	2.6
"E01001250"	1.4
"E01001251"	3.5
"E01001252"	7.4
"E01001253"	1.2
"E01001254"	0.6
"E01001255"	0.6
"E01001257"	0.6
"E01001258"	0.5
"E01001259"	4.0
"E01001260"	1.9
"E01001261"	11.3
"E01001262"	1.2
"E01001263"	0.0
"E01001264"	0.3
"E01001265"	0.3
"E01001266"	0.3
"E01001267"	1.2
"E01001268"	2.2
"E01001269"	1.5
"E01001270"	0.2
"E01001271"	3.6
"E01001272"	2.0
"E01001273"	2.2
"E01001274"	0.2
"E01001275"	0.5
"E01001276"	0.2
"E01001277"	1.5
"E01001278"	2.8
"E01001279"	0.0
"E01001280"	0.1
"E01001281"	0.3
"E01001282"	0.2
"E01001283"	0.1
"E01001284"	0.4
"E01001285"	2.2
"E01001286"	0.2
