"GEOGRAPHY_CODE"	"OBS_VALUE"
"E01000204"	36.3
"E01000205"	53.4
"E01000206"	11.5
"E01000207"	28.6
"E01000208"	34.8
"E01000209"	32.9
"E01000210"	45.5
"E01000211"	11.9
"E01000212"	30.0
"E01000213"	35.9
"E01000214"	24.8
"E01000215"	29.8
"E01000216"	36.4
"E01000217"	36.1
"E01000218"	35.0
"E01000219"	32.7
"E01000220"	30.3
"E01000221"	19.3
"E01000222"	72.3
"E01000223"	26.4
"E01000224"	80.1
"E01000225"	41.1
"E01000226"	25.0
"E01000227"	87.7
"E01000228"	53.6
"E01000229"	49.7
"E01000230"	50.0
"E01000231"	54.3
"E01000232"	45.6
"E01000233"	68.8
"E01000234"	34.4
"E01000235"	23.7
"E01000236"	23.7
"E01000237"	13.9
"E01000238"	29.6
"E01000239"	23.4
"E01000240"	64.1
"E01000241"	21.4
"E01000242"	19.1
"E01000243"	14.5
"E01000244"	20.7
"E01000245"	4.9
"E01000246"	43.1
"E01000247"	24.8
"E01000248"	22.5
"E01000249"	41.8
"E01000250"	28.9
"E01000251"	13.8
"E01000252"	27.3
"E01000253"	10.7
"E01000254"	22.4
"E01000255"	46.6
"E01000256"	31.9
"E01000257"	13.6
"E01000258"	25.4
"E01000259"	55.3
"E01000260"	42.6
"E01000261"	41.7
"E01000262"	45.1
"E01000263"	22.4
"E01000264"	20.9
"E01000265"	23.4
"E01000266"	53.8
"E01000267"	66.1
"E01000268"	15.1
"E01000269"	56.0
"E01000270"	33.0
"E01000271"	32.7
"E01000272"	15.9
"E01000273"	17.8
"E01000274"	50.9
"E01000275"	17.4
"E01000276"	74.4
"E01000277"	6.9
"E01000278"	85.8
"E01000279"	15.3
"E01000280"	47.5
"E01000281"	22.7
"E01000282"	52.5
"E01000283"	59.2
"E01000284"	11.4
"E01000285"	29.6
"E01000286"	34.9
"E01000287"	45.5
"E01000288"	65.3
"E01000289"	15.2
"E01000290"	30.2
"E01000291"	29.9
"E01000292"	33.9
"E01000293"	52.9
"E01000294"	30.1
"E01000295"	26.1
"E01000296"	19.3
"E01000297"	12.0
"E01000298"	20.3
"E01000299"	6.4
"E01000300"	21.4
"E01000301"	67.0
"E01000302"	6.5
"E01000303"	60.0
"E01000304"	24.8
"E01000305"	25.0
"E01000306"	16.8
"E01000307"	49.3
"E01000308"	10.1
"E01000309"	22.2
"E01000310"	24.3
"E01000311"	27.0
"E01000312"	18.3
"E01000313"	10.9
"E01000314"	16.7
"E01000315"	37.3
"E01000316"	16.8
"E01000317"	24.9
"E01000318"	50.2
"E01000319"	27.8
"E01000320"	27.6
"E01000321"	14.4
"E01000322"	15.3
"E01000323"	13.4
"E01000324"	41.1
"E01000325"	89.1
"E01000326"	20.7
"E01000327"	67.0
"E01000328"	53.5
"E01000329"	71.2
"E01000330"	30.7
"E01000331"	57.9
"E01000332"	39.7
"E01000333"	12.5
"E01000334"	43.9
"E01000335"	34.0
"E01000336"	9.9
"E01000337"	24.1
"E01000338"	24.9
"E01000339"	64.9
"E01000340"	39.8
"E01000341"	57.0
"E01000342"	15.3
"E01000343"	55.0
"E01000344"	62.1
"E01000345"	63.1
"E01000346"	31.4
"E01000347"	18.3
"E01000348"	81.2
"E01000349"	66.2
"E01000350"	57.3
"E01000351"	45.7
"E01000352"	35.5
"E01000353"	73.6
"E01000354"	52.5
"E01000355"	70.1
"E01000356"	85.4
"E01000357"	97.2
"E01000358"	51.9
"E01000359"	90.3
"E01000360"	26.2
"E01000361"	50.2
"E01000362"	54.8
"E01000363"	54.0
"E01000364"	55.7
"E01000365"	44.9
"E01000366"	45.0
"E01000367"	54.9
"E01000368"	59.7
"E01000369"	55.5
"E01000370"	52.0
"E01000371"	66.5
"E01000372"	68.5
"E01000373"	3.4
"E01000374"	58.5
"E01000375"	49.0
"E01000376"	49.2
"E01000377"	43.6
"E01000378"	22.6
"E01000379"	47.4
"E01000380"	31.6
"E01000381"	48.7
"E01000382"	75.7
"E01000383"	55.5
"E01000384"	27.0
"E01000385"	24.6
"E01000386"	12.1
"E01000387"	79.7
"E01000388"	75.9
"E01000389"	33.3
"E01000390"	52.5
"E01000391"	49.5
"E01000392"	27.7
"E01000393"	44.9
"E01000394"	47.0
"E01000395"	78.8
"E01000396"	45.3
"E01000398"	65.0
"E01000399"	65.0
"E01000400"	71.7
"E01000401"	56.8
"E01000402"	18.2
"E01000403"	19.1
"E01000404"	7.4
"E01000405"	20.5
"E01000406"	25.2
"E01000407"	35.1
"E01000408"	22.4
"E01000409"	96.2
"E01000410"	35.7
"E01000411"	42.2
"E01000412"	46.7
"E01000413"	42.2
"E01000414"	54.5
"E01000415"	87.7
"E01000416"	23.6
"E01000417"	33.4
"E01000418"	18.2
"E01000419"	61.7
"E01000420"	58.6
"E01000421"	92.5
"E01000422"	5.6
"E01000423"	85.1
"E01000424"	23.1
"E01000425"	87.4
"E01000426"	32.3
"E01000427"	30.6
"E01000428"	7.5
"E01000429"	10.0
"E01000430"	42.2
"E01000431"	11.6
"E01000432"	42.3
"E01000433"	28.3
"E01000434"	19.5
"E01000435"	41.9
"E01000436"	92.2
"E01000437"	75.9
"E01000438"	23.4
"E01000439"	24.2
"E01000440"	72.8
"E01000441"	28.6
"E01000442"	78.2
"E01000443"	42.7
"E01000444"	26.4
"E01000445"	62.3
"E01000446"	24.2
"E01000447"	27.7
"E01000448"	46.8
"E01000449"	38.9
"E01000450"	73.5
"E01000451"	92.7
"E01000452"	94.6
"E01000453"	88.8
"E01000454"	48.8
"E01000455"	89.0
"E01000456"	96.5
"E01000457"	10.6
"E01000458"	31.4
"E01000459"	16.5
"E01000460"	45.7
"E01000461"	79.7
"E01000462"	24.6
"E01000463"	36.3
"E01000464"	5.0
"E01000465"	6.3
"E01000466"	12.3
"E01000467"	20.2
"E01000468"	22.8
"E01000469"	16.0
"E01000470"	4.9
"E01000471"	34.9
"E01000472"	6.7
"E01000473"	16.4
"E01000474"	45.5
"E01000475"	15.7
"E01000476"	30.0
"E01000477"	20.9
"E01000478"	28.8
"E01000479"	46.1
"E01000480"	31.7
"E01000481"	5.0
"E01000482"	7.3
"E01000483"	8.3
"E01000484"	31.2
"E01000485"	35.6
"E01000486"	79.3
"E01000487"	31.7
"E01000488"	17.9
"E01000489"	22.3
"E01000490"	4.1
"E01000491"	10.6
"E01000492"	32.5
"E01000493"	51.7
"E01000494"	10.9
"E01000495"	1.8
"E01000497"	32.9
"E01000498"	15.9
"E01000499"	41.5
"E01000501"	12.6
"E01000502"	46.8
"E01000503"	41.5
"E01000504"	20.3
"E01000505"	56.8
"E01000506"	14.5
"E01000507"	54.7
"E01000508"	10.2
"E01000509"	34.0
"E01000510"	42.9
"E01000511"	30.9
"E01000512"	17.9
"E01000513"	86.0
"E01000514"	35.8
"E01000515"	15.1
"E01000516"	34.8
"E01000517"	77.3
"E01000518"	40.5
"E01000519"	44.9
"E01000520"	34.3
"E01000521"	6.1
"E01000522"	10.9
"E01000523"	8.7
"E01000524"	7.9
"E01000525"	7.8
"E01000526"	8.9
"E01000527"	11.2
"E01000528"	7.7
"E01000530"	11.6
"E01000531"	3.6
"E01000532"	6.7
"E01000533"	12.0
"E01000534"	19.5
"E01000535"	11.5
"E01000536"	44.0
"E01000538"	54.2
"E01000539"	61.2
"E01000540"	50.8
"E01000541"	43.8
"E01000543"	60.9
"E01000544"	4.0
"E01000545"	3.2
"E01000546"	2.8
"E01000547"	4.1
"E01000548"	0.9
"E01000549"	3.0
"E01000550"	2.2
"E01000551"	1.1
"E01000552"	1.8
"E01000553"	10.6
"E01000554"	12.9
"E01000555"	40.6
"E01000556"	6.5
"E01000557"	9.2
"E01000558"	8.5
"E01000559"	13.8
"E01000560"	8.8
"E01000561"	1.3
"E01000562"	9.6
"E01000563"	72.8
"E01000564"	51.7
"E01000565"	42.4
"E01000566"	68.8
"E01000567"	39.8
"E01000568"	17.7
"E01000569"	92.4
"E01000570"	42.9
"E01000571"	81.2
"E01000572"	73.2
"E01000573"	51.7
"E01000574"	73.6
"E01000575"	35.2
"E01000576"	57.7
"E01000577"	9.4
"E01000578"	21.5
"E01000579"	9.3
"E01000580"	4.7
"E01000581"	11.0
"E01000582"	12.7
"E01000583"	4.9
"E01000584"	16.7
"E01000585"	5.7
"E01000586"	4.9
"E01000587"	72.4
"E01000588"	48.2
"E01000589"	26.3
"E01000590"	34.0
"E01000591"	28.3
"E01000592"	61.3
"E01000593"	51.5
"E01000594"	50.1
"E01000595"	12.6
"E01000596"	20.8
"E01000599"	6.2
"E01000600"	6.6
"E01000601"	15.9
"E01000602"	19.2
"E01000603"	10.0
"E01000604"	18.9
"E01000605"	34.0
"E01000606"	13.6
"E01000607"	39.9
"E01000608"	22.4
"E01000609"	30.1
"E01000610"	19.8
"E01000611"	18.5
"E01000612"	42.1
"E01000613"	13.4
"E01000615"	14.9
"E01000616"	18.3
"E01000617"	67.6
"E01000618"	73.6
"E01000619"	61.4
"E01000620"	37.6
"E01000621"	53.1
"E01000622"	19.0
"E01000623"	40.3
"E01000624"	55.0
"E01000625"	28.4
"E01000626"	15.8
"E01000627"	32.4
"E01000628"	30.4
"E01000629"	23.9
"E01000630"	22.1
"E01000631"	51.7
"E01000632"	48.9
"E01000633"	32.4
"E01000634"	21.3
"E01000635"	16.6
"E01000636"	15.2
"E01000637"	5.2
"E01000638"	5.7
"E01000639"	6.0
"E01000640"	5.1
"E01000641"	7.1
"E01000642"	3.5
"E01000643"	12.4
"E01000644"	12.2
"E01000645"	3.3
"E01000646"	11.2
"E01000647"	22.5
"E01000648"	38.5
"E01000649"	7.8
"E01000650"	11.6
"E01000651"	26.2
"E01000652"	65.2
"E01000653"	7.7
"E01000654"	24.0
"E01000655"	32.2
"E01000656"	25.6
"E01000657"	20.1
"E01000658"	43.6
"E01000659"	27.1
"E01000661"	11.3
"E01000662"	40.0
"E01000663"	49.0
"E01000664"	45.0
"E01000665"	42.5
"E01000666"	16.6
"E01000667"	37.8
"E01000668"	32.9
"E01000669"	31.0
"E01000670"	16.2
"E01000671"	28.8
"E01000672"	24.2
"E01000673"	45.2
"E01000674"	11.5
"E01000675"	38.6
"E01000676"	5.1
"E01000677"	29.8
"E01000678"	29.5
"E01000679"	34.4
"E01000680"	19.6
"E01000681"	76.6
"E01000682"	71.8
"E01000683"	14.0
"E01000684"	32.5
"E01000685"	63.5
"E01000686"	20.9
"E01000687"	32.3
"E01000688"	37.4
"E01000689"	19.6
"E01000690"	42.7
"E01000691"	27.7
"E01000692"	31.3
"E01000693"	12.0
"E01000694"	23.3
"E01000695"	26.2
"E01000696"	7.7
"E01000697"	12.3
"E01000698"	6.8
"E01000699"	10.5
"E01000700"	13.6
"E01000701"	20.1
"E01000702"	33.6
"E01000703"	30.1
"E01000704"	11.2
"E01000705"	16.1
"E01000706"	33.2
"E01000707"	21.5
"E01000708"	27.9
"E01000709"	11.8
"E01000710"	5.9
"E01000711"	2.7
"E01000712"	3.0
"E01000713"	4.8
"E01000714"	4.3
"E01000715"	12.9
"E01000716"	9.1
"E01000717"	4.8
"E01000718"	13.4
"E01000719"	19.2
"E01000720"	27.8
"E01000721"	26.4
"E01000722"	54.1
"E01000723"	82.6
"E01000724"	35.8
"E01000725"	22.0
"E01000726"	48.8
"E01000727"	34.1
"E01000728"	54.5
"E01000729"	28.8
"E01000730"	39.7
"E01000731"	61.2
"E01000732"	38.7
"E01000733"	59.0
"E01000734"	45.2
"E01000735"	48.2
"E01000736"	58.6
"E01000737"	31.2
"E01000738"	49.6
"E01000739"	33.2
"E01000740"	3.9
"E01000741"	4.7
"E01000742"	3.8
"E01000743"	5.4
"E01000744"	8.5
"E01000745"	3.2
"E01000746"	11.1
"E01000747"	19.1
"E01000748"	15.9
"E01000749"	26.1
"E01000750"	16.5
"E01000751"	37.0
"E01000752"	34.2
"E01000753"	20.6
"E01000754"	32.5
"E01000755"	37.9
"E01000756"	19.1
"E01000757"	44.5
"E01000758"	50.4
"E01000759"	74.9
"E01000760"	62.6
"E01000761"	86.8
"E01000762"	6.0
"E01000763"	88.2
"E01000764"	63.7
"E01000765"	43.5
"E01000766"	74.2
"E01000767"	85.6
"E01000768"	23.3
"E01000769"	39.4
"E01000770"	12.4
"E01000771"	49.1
"E01000772"	10.1
"E01000773"	29.5
"E01000774"	22.9
"E01000775"	20.4
"E01000777"	17.5
"E01000778"	24.3
"E01000779"	22.5
"E01000780"	38.3
"E01000781"	16.7
"E01000782"	13.1
"E01000783"	19.6
"E01000784"	55.3
"E01000785"	14.0
"E01000786"	34.1
"E01000787"	60.5
"E01000788"	61.2
"E01000789"	21.0
"E01000790"	20.4
"E01000791"	80.1
"E01000792"	61.2
"E01000793"	52.6
"E01000794"	65.5
"E01000795"	62.8
"E01000796"	9.5
"E01000797"	53.4
"E01000798"	12.4
"E01000799"	5.9
"E01000800"	12.9
"E01000801"	17.6
"E01000802"	11.1
"E01000803"	18.0
"E01000804"	62.7
"E01000805"	27.0
"E01000806"	6.0
"E01000807"	59.8
"E01000808"	40.1
"E01000809"	85.9
"E01000810"	61.3
"E01000811"	63.1
"E01000812"	19.4
"E01000813"	81.1
"E01000814"	23.4
"E01000815"	46.5
"E01000816"	42.2
"E01000818"	58.2
"E01000819"	23.3
"E01000820"	14.1
"E01000822"	18.8
"E01000823"	18.1
"E01000824"	27.2
"E01000825"	10.7
"E01000826"	35.0
"E01000827"	13.4
"E01000828"	18.7
"E01000829"	19.4
"E01000830"	12.2
"E01000831"	17.6
"E01000832"	53.8
"E01000833"	50.0
"E01000834"	39.7
"E01000835"	47.6
"E01000836"	31.6
"E01000837"	38.2
"E01000838"	44.6
"E01000839"	71.1
"E01000840"	40.3
"E01000841"	50.3
"E01000842"	4.4
"E01000843"	3.6
"E01000844"	2.8
"E01000845"	2.9
"E01000846"	4.2
"E01000847"	5.8
"E01000848"	4.3
"E01000849"	1.3
"E01000850"	1.1
"E01000851"	0.9
"E01000852"	0.1
"E01000853"	0.1
"E01000854"	0.7
"E01000855"	0.0
"E01000856"	3.6
"E01000857"	5.8
"E01000858"	3.9
"E01000859"	2.2
"E01000860"	3.0
"E01000861"	2.6
"E01000862"	6.2
"E01000863"	0.7
"E01000864"	7.1
"E01000865"	12.6
"E01000866"	7.6
"E01000867"	3.3
"E01000868"	4.7
"E01000869"	2.8
"E01000870"	8.7
"E01000871"	28.2
"E01000872"	10.6
"E01000873"	4.4
"E01000874"	0.7
"E01000875"	3.4
"E01000876"	4.8
"E01000877"	4.9
"E01000878"	4.1
"E01000879"	6.4
"E01000880"	7.0
"E01000881"	3.1
"E01000882"	4.4
"E01000883"	1.6
"E01000884"	20.3
"E01000885"	14.0
"E01000886"	8.6
"E01000887"	3.8
"E01000888"	3.1
"E01000889"	5.1
"E01000890"	0.1
"E01000891"	0.4
"E01000892"	7.7
"E01000893"	14.5
"E01000894"	12.4
"E01000895"	5.0
"E01000896"	12.3
"E01000897"	8.8
"E01000898"	4.8
"E01000899"	18.0
"E01000900"	2.6
"E01000901"	0.8
"E01000902"	1.3
"E01000903"	4.9
"E01000904"	2.1
"E01000905"	0.8
"E01000906"	6.3
"E01000907"	4.1
"E01000908"	9.4
"E01000909"	21.1
"E01000910"	12.4
"E01000911"	4.0
"E01000912"	1.8
"E01000913"	12.3
"E01000914"	1.1
"E01000915"	0.9
"E01000916"	0.4
"E01000917"	0.0
"E01000918"	0.4
"E01000919"	0.7
"E01000920"	1.6
"E01000921"	2.7
"E01000922"	3.6
"E01000923"	5.1
"E01000924"	3.2
"E01000925"	3.1
"E01000926"	17.0
"E01000927"	4.1
"E01000928"	5.1
"E01000929"	3.6
"E01000930"	1.2
"E01000931"	1.7
"E01000932"	1.2
"E01000933"	4.0
"E01000934"	1.5
"E01000935"	1.4
"E01000936"	3.2
"E01000937"	0.0
"E01000938"	1.2
"E01000939"	0.2
"E01000940"	1.0
"E01000941"	0.2
"E01000942"	0.4
"E01000943"	1.0
"E01000944"	0.9
"E01000945"	1.6
"E01000946"	2.9
"E01000947"	2.3
"E01000948"	4.8
"E01000949"	0.4
"E01000950"	0.2
"E01000951"	0.3
"E01000952"	1.9
"E01000953"	1.8
"E01000954"	0.3
"E01000955"	1.2
"E01000956"	0.3
"E01000957"	2.9
"E01000958"	2.2
"E01000959"	0.9
"E01000960"	2.6
"E01000961"	3.9
"E01000962"	1.4
"E01000963"	2.9
"E01000964"	3.0
"E01000965"	2.7
"E01000966"	5.3
"E01000967"	5.1
"E01000968"	1.8
"E01000969"	7.9
"E01000970"	1.6
"E01000971"	3.9
"E01000972"	2.1
"E01000973"	3.0
"E01000974"	1.4
"E01000975"	20.7
"E01000976"	16.7
"E01000977"	8.1
"E01000978"	5.7
"E01000979"	10.5
"E01000980"	27.6
"E01000981"	11.0
"E01000982"	13.9
"E01000983"	12.2
"E01000984"	15.8
"E01000985"	26.9
"E01000986"	35.0
"E01000987"	8.1
"E01000989"	61.3
"E01000990"	42.3
"E01000991"	47.6
"E01000992"	48.1
"E01000993"	25.7
"E01000994"	20.1
"E01000995"	11.3
"E01000996"	10.5
"E01000997"	13.4
"E01000998"	18.3
"E01000999"	12.9
"E01001000"	14.8
"E01001001"	14.2
"E01001002"	14.1
"E01001003"	11.5
"E01001004"	13.5
"E01001005"	25.8
"E01001006"	11.4
"E01001007"	16.5
"E01001008"	40.1
"E01001009"	16.7
"E01001010"	41.7
"E01001011"	14.2
"E01001012"	10.9
"E01001013"	13.9
"E01001014"	9.6
"E01001015"	25.9
"E01001016"	33.1
"E01001017"	34.6
"E01001018"	41.8
"E01001019"	39.7
"E01001020"	61.8
"E01001021"	21.5
"E01001022"	58.1
"E01001023"	27.4
"E01001024"	42.8
"E01001025"	81.2
"E01001026"	41.4
"E01001027"	47.5
"E01001028"	16.0
"E01001029"	14.3
"E01001030"	33.9
"E01001031"	24.9
"E01001032"	15.7
"E01001033"	26.4
"E01001034"	25.9
"E01001035"	6.5
"E01001036"	4.0
"E01001037"	13.8
"E01001038"	6.2
"E01001039"	28.1
"E01001040"	19.3
"E01001041"	17.7
"E01001042"	14.0
"E01001043"	5.6
"E01001044"	9.0
"E01001045"	5.0
"E01001046"	5.6
"E01001047"	12.2
"E01001048"	4.5
"E01001049"	4.4
"E01001050"	3.2
"E01001051"	9.4
"E01001052"	12.4
"E01001053"	63.4
"E01001054"	27.8
"E01001055"	45.3
"E01001056"	18.6
"E01001057"	6.2
"E01001058"	10.6
"E01001059"	5.0
"E01001060"	8.8
"E01001061"	47.8
"E01001062"	52.2
"E01001063"	53.4
"E01001064"	37.9
"E01001065"	32.6
"E01001066"	32.1
"E01001067"	31.2
"E01001068"	15.2
"E01001069"	43.9
"E01001070"	49.6
"E01001071"	44.1
"E01001072"	7.9
"E01001073"	27.8
"E01001074"	15.2
"E01001075"	32.6
"E01001076"	46.5
"E01001077"	80.5
"E01001078"	49.8
"E01001079"	42.2
"E01001080"	19.8
"E01001081"	63.4
"E01001082"	60.8
"E01001083"	59.7
"E01001084"	43.1
"E01001085"	21.7
"E01001086"	21.4
"E01001087"	21.4
"E01001088"	36.4
"E01001089"	20.6
"E01001090"	17.7
"E01001091"	34.8
"E01001092"	22.2
"E01001093"	20.1
"E01001094"	24.3
"E01001095"	19.5
"E01001096"	34.6
"E01001097"	10.0
"E01001098"	27.4
"E01001099"	19.9
"E01001100"	46.3
"E01001101"	59.3
"E01001102"	26.4
"E01001103"	43.8
"E01001104"	47.3
"E01001105"	70.2
"E01001106"	67.1
"E01001107"	12.4
"E01001108"	38.9
"E01001109"	18.5
"E01001110"	10.4
"E01001111"	20.9
"E01001112"	12.9
"E01001113"	20.8
"E01001114"	16.3
"E01001115"	15.9
"E01001116"	19.8
"E01001117"	12.5
"E01001118"	17.7
"E01001119"	81.8
"E01001120"	39.1
"E01001121"	21.3
"E01001122"	58.9
"E01001123"	68.9
"E01001124"	53.5
"E01001125"	73.7
"E01001126"	55.3
"E01001127"	80.8
"E01001128"	28.4
"E01001129"	89.8
"E01001130"	4.3
"E01001131"	18.1
"E01001132"	54.6
"E01001133"	34.0
"E01001134"	25.1
"E01001135"	60.6
"E01001136"	9.5
"E01001137"	8.2
"E01001138"	10.6
"E01001139"	19.0
"E01001140"	15.8
"E01001141"	9.4
"E01001142"	35.0
"E01001143"	9.6
"E01001144"	10.4
"E01001145"	5.4
"E01001146"	22.5
"E01001147"	24.6
"E01001148"	17.3
"E01001149"	19.6
"E01001150"	12.8
"E01001151"	30.9
"E01001152"	19.1
"E01001153"	18.3
"E01001154"	22.4
"E01001155"	10.3
"E01001156"	13.6
"E01001157"	51.4
"E01001158"	14.0
"E01001159"	17.6
"E01001160"	64.7
"E01001161"	56.3
"E01001162"	17.5
"E01001163"	30.6
"E01001164"	7.6
"E01001165"	24.8
"E01001166"	14.2
"E01001167"	33.1
"E01001168"	25.0
"E01001169"	54.3
"E01001170"	7.1
"E01001171"	14.7
"E01001172"	44.3
"E01001173"	18.4
"E01001174"	14.4
"E01001175"	20.5
"E01001176"	30.6
"E01001177"	21.3
"E01001178"	17.7
"E01001179"	19.2
"E01001180"	21.2
"E01001181"	13.2
"E01001182"	25.0
"E01001183"	10.0
"E01001184"	17.8
"E01001185"	17.8
"E01001186"	10.6
"E01001187"	25.1
"E01001188"	18.0
"E01001189"	9.9
"E01001190"	15.1
"E01001191"	12.1
"E01001192"	16.5
"E01001193"	21.9
"E01001194"	13.6
"E01001195"	72.1
"E01001196"	20.5
"E01001197"	35.0
"E01001198"	20.3
"E01001199"	17.7
"E01001200"	28.9
"E01001201"	14.1
"E01001202"	10.3
"E01001203"	5.7
"E01001204"	38.0
"E01001205"	19.2
"E01001206"	10.3
"E01001207"	12.8
"E01001208"	52.0
"E01001209"	18.5
"E01001210"	18.0
"E01001211"	25.6
"E01001212"	18.1
"E01001213"	36.9
"E01001214"	53.9
"E01001215"	31.8
"E01001216"	42.3
"E01001217"	18.7
"E01001218"	11.0
"E01001219"	21.2
"E01001220"	6.5
"E01001221"	3.5
"E01001222"	9.3
"E01001223"	3.9
"E01001224"	49.6
"E01001225"	6.3
"E01001226"	4.6
"E01001227"	28.2
"E01001228"	6.6
"E01001229"	24.0
"E01001230"	26.0
"E01001231"	34.0
"E01001232"	26.5
"E01001233"	18.8
"E01001234"	6.6
"E01001235"	1.9
"E01001236"	11.4
"E01001237"	18.2
"E01001238"	9.6
"E01001239"	25.4
"E01001240"	41.0
"E01001241"	43.2
"E01001242"	33.7
"E01001243"	21.8
"E01001244"	4.6
"E01001245"	11.2
"E01001246"	13.7
"E01001247"	30.7
"E01001248"	40.9
"E01001249"	3.3
"E01001250"	8.2
"E01001251"	11.6
"E01001252"	12.1
"E01001253"	18.0
"E01001254"	23.2
"E01001255"	24.0
"E01001257"	15.9
"E01001258"	18.9
"E01001259"	17.6
"E01001260"	50.6
"E01001261"	27.4
"E01001262"	21.8
"E01001263"	11.8
"E01001264"	23.3
"E01001265"	27.5
"E01001266"	83.3
"E01001267"	16.0
"E01001268"	63.2
"E01001269"	26.6
"E01001270"	27.4
"E01001271"	30.3
"E01001272"	49.6
"E01001273"	17.8
"E01001274"	23.0
"E01001275"	1.0
"E01001276"	36.9
"E01001277"	40.9
"E01001278"	15.3
"E01001279"	46.5
"E01001280"	4.6
"E01001281"	14.4
"E01001282"	28.0
"E01001283"	15.4
"E01001284"	50.7
"E01001285"	30.1
"E01001286"	17.8
